# index   rtt_flux1   rtt_flux2
1161 0 0.01832
1162 0 0.01832
1163 0 0.05832
1164 0 0.01832
1165 0 0.01832
1166 0 0.05832
1167 0 0.01832
1168 0 0.01832
1169 0 0.05832
1170 0 0.01832
1171 0 0.01832
1172 0 0.05832
1173 0 0.01832
1174 0 0.01832
1175 0 0.05832
1176 0 0.01832
1177 0 0.01832
1178 0 0.05832
1179 0 0.01832
1180 0 0.01832
1181 0 0.05832
1182 0 0.01832
1183 0 0.01832
1184 0 0.05832
1185 0 0.01832
1186 0 0.01832
1187 0 0.05832
1188 0 0.01832
1189 0 0.01832
1190 0 0.05832
1191 0 0.01832
1192 0 0.01832
1193 0 0.05832
1194 0 0.01832
1195 0 0.01832
1196 0 0.05832
1197 0 0.01832
1198 0 0.01832
1199 0 0.05832
1200 0 0.01832
1201 0 0.01832
1202 0 0.05832
